id,level,source_page,section,entry_type,word,article,plural,word_type,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category
613,A1,21,P,main,Post,die,,Noun,post / mail,posta,почта,пошта,پست,بريد,1,"Language, Communication & Media"
614,A1,21,P,main,Postleitzahl,die,,Noun,postal code,posta kodu,почтовый индекс,поштовий індекс,کد پستی,الرمز البريدي,10,"Language, Communication & Media"
615,A1,21,P,main,Praktikum,das,,Noun,internship,staj,практика / стажировка,стажування,کارآموزی,تدريب عملي,9,Work & Careers
616,A1,21,P,main,Praxis,die,,Noun,practice / doctor's office,uygulama / muayenehane,практика / кабинет врача,практика / кабінет лікаря,مطب / تمرین,ممارسة / عيادة طبيب,8,Grammar & Function Words
617,A1,21,P,main,Preis,der,-e,Noun,price,fiyat,цена,ціна,قیمت,سعر,4,Shopping & Finance
618,A1,21,P,main,Problem,das,-e,Noun,problem,sorun,проблема,проблема,مشکل,مشكلة,6,Grammar & Function Words
619,A1,21,P,main,Prospekt,der,-e,Noun,brochure / leaflet,broşür,проспект / брошюра,брошура / проспект,بروشور,كتيب / نشرة,9,"Language, Communication & Media"
620,A1,21,P,main,Prüfung,die,,Noun,exam / test,sınav,экзамен,іспит,امتحان,امتحان / اختبار,8,"Language, Communication & Media"
621,A1,21,P,main,pünktlich,,,Other,on time / punctual,dakik / zamanında,пунктуальный / вовремя,пунктуальний / вчасно,به‌موقع / دقیق,في الوقت المحدد / دقيق,9,Time & Calendar
622,A1,22,R,main,Rad fahren,,,Other,to ride a bike,bisiklete binmek,кататься на велосипеде,їздити на велосипеді,دوچرخه‌سواری کردن,ركوب الدراجة,9,Transportation
623,A1,22,R,main,rauchen,,,Verb,to smoke,sigara içmek,курить,курити,سیگار کشیدن,يدخن,6,Grammar & Function Words
624,A1,22,R,main,Raum,der,"-ä, e",Noun,room / space,oda / alan,комната / пространство,кімната / простір,اتاق / فضا,غرفة / فضاء,8,Grammar & Function Words
625,A1,22,R,main,Rechnung,die,-en,Noun,bill / invoice,fatura / hesap,счёт / квитанция,рахунок / квитанція,صورتحساب / فاکتور,فاتورة / حساب,9,Shopping & Finance
626,A1,22,R,main,rechts,,,Other,right / on the right,sağ / sağda,справа / правый,праворуч / правий,راست / در سمت راست,يمين / على اليمين,5,Grammar & Function Words
627,A1,22,R,main,regnen,,,Verb,to rain,yağmur yağmak,идти (о дожде),дощити,باران باریدن,يمطر,5,"Nature, Weather & Animals"
628,A1,22,R,sub,Regen,der,,Noun,rain,yağmur,дождь,дощ,باران,مطر,4,"Nature, Weather & Animals"
629,A1,22,R,main,Reis,der,,Noun,rice,pirinç,рис,рис,برنج,أرز,1,Food & Drink
630,A1,22,R,main,reisen,,,Verb,to travel,seyahat etmek,путешествовать,подорожувати,سفر کردن,يسافر,5,Travel & Tourism
631,A1,22,R,sub,Reise,die,,Noun,trip / journey,seyahat,поездка / путешествие,подорож / поїздка,سفر,رحلة / سفر,4,Travel & Tourism
632,A1,22,R,sub,Reisebüro,das,-s,Noun,travel agency,seyahat acentesi,туристическое бюро,туристичне агентство,آژانس مسافرتی,وكالة سفر,9,Travel & Tourism
633,A1,22,R,sub,Reiseführer,der,,Noun,travel guide,seyahat rehberi,путеводитель,путівник,راهنمای سفر,دليل سياحي,10,Travel & Tourism
634,A1,22,R,main,reparieren,,,Verb,to repair,tamir etmek,ремонтировать,ремонтувати,تعمیر کردن,يصلح,9,Grammar & Function Words
635,A1,22,R,sub,Reparatur,die,,Noun,repair,tamir,ремонт,ремонт,تعمیر,إصلاح,9,Grammar & Function Words
636,A1,22,R,main,Restaurant,das,-s,Noun,restaurant,restoran,ресторан,ресторан,رستوران,مطعم,7,Food & Drink
637,A1,22,R,main,Rezeption,die,,Noun,reception / front desk,resepsiyon,ресепшен / стойка регистрации,рецепція / стійка реєстрації,پذیرش,استقبال / مكتب الاستقبال,9,Travel & Tourism
638,A1,22,R,main,richtig,,,Other,correct / right,doğru,правильный / верный,правильний / вірний,درست / صحیح,صحيح / صواب,6,"Language, Communication & Media"
639,A1,22,R,main,riechen,,,Verb,to smell,kokmak / kokusunu almak,пахнуть / нюхать,пахнути / нюхати,بو دادن / بو کشیدن,يشم,6,Food & Drink
640,A1,22,R,main,ruhig,,,Other,quiet / calm,sakin / sessiz,спокойный / тихий,спокійний / тихий,آرام / ساکت,هادئ / ساكن,8,Emotions & Personal Traits
641,A1,22,S,main,Saft,der,,Noun,juice,meyve suyu,сок,сік,آبمیوه,عصير,1,Food & Drink
642,A1,22,S,main,sagen,,,Verb,to say,söylemek,сказать / говорить,казати / говорити,گفتن,يقول,1,"Language, Communication & Media"
643,A1,22,S,main,Salat,der,,Noun,salad,salata,салат,салат,سالاد,سلطة,2,Food & Drink
644,A1,22,S,main,Salz,das,,Noun,salt,tuz,соль,сіль,نمک,ملح,1,Food & Drink
645,A1,22,S,main,Satz,der,"-ä, e",Noun,sentence,cümle,предложение,речення,جمله,جملة,8,"Language, Communication & Media"
646,A1,22,S,main,S-Bahn,die,,Noun,suburban train,S-Bahn / banliyö treni,городская электричка,S-Bahn / міська електричка,قطار شهری,قطار الضواحي,5,Transportation
647,A1,22,S,main,Schalter,der,,Noun,counter / switch,gişe / düğme,стойка / выключатель,стійка / вимикач,باجه / کلید,شباك / مفتاح كهربائي,9,Grammar & Function Words
648,A1,22,S,main,scheinen,,,Verb,to shine / seem,parlamak / görünmek,светить / казаться,світити / здаватися,درخشیدن / به نظر رسیدن,يسطع / يبدو,7,Grammar & Function Words
649,A1,22,S,main,schicken,,,Verb,to send,göndermek,отправлять,надсилати,فرستادن,يرسل,7,Grammar & Function Words
650,A1,22,S,main,Schild,das,-er,Noun,sign / notice,levha / tabela,табличка / знак,табличка / знак,تابلو / علامت,لافتة / علامة,8,Grammar & Function Words
651,A1,22,S,main,Schinken,der,-,Noun,ham,jambon,ветчина,шинка,ژامبون,لحم خنزير مدخن,9,Food & Drink
652,A1,22,S,main,schlafen,,,Verb,to sleep,uyumak,спать,спати,خوابیدن,ينام,3,Home & Living
653,A1,22,S,main,schlecht,,,Other,bad,kötü,плохой,поганий,بد,سيئ,2,Grammar & Function Words
654,A1,22,S,main,schließen,,,Verb,to close / lock,kapatmak / kilitlemek,закрывать / запирать,закривати / замикати,بستن / قفل کردن,يغلق / يقفل,7,Grammar & Function Words
655,A1,22,S,sub,geschlossen,,,Other,closed,kapalı,закрыто,зачинено,بسته,مغلق,7,Grammar & Function Words
656,A1,22,S,main,Schluss,der,,Noun,end / finish,son,конец,кінець,پایان,نهاية,6,Grammar & Function Words
657,A1,22,S,main,Schlüssel,der,-,Noun,key,anahtar,ключ,ключ,کلید,مفتاح,7,Home & Living
658,A1,22,S,main,schmecken,,,Verb,to taste / to be tasty,tadı olmak / lezzetli gelmek,быть на вкус / нравиться на вкус,смакувати / бути на смак,مزه دادن / خوش‌طعم بودن,يتذوق / يكون لذيذاً,7,Food & Drink
659,A1,22,S,main,schnell,,,Other,fast / quick,hızlı,быстрый,швидкий,سریع,سريع,2,Grammar & Function Words
660,A1,22,S,main,schon,,,Other,already / indeed,zaten / bile,уже / ведь,вже / таки,قبلاً / همین حالا,بالفعل / حقاً,1,Grammar & Function Words
661,A1,22,S,main,schön,,,Other,beautiful / nice,güzel / hoş,красивый / приятный,гарний / приємний,زیبا / خوب,جميل / لطيف,2,Grammar & Function Words
662,A1,22,S,main,Schrank,der,"-ä, e",Noun,cupboard / wardrobe,dolap,шкаф,шафа,کمد,خزانة / دولاب,8,Home & Living
663,A1,22,S,main,schreiben,,,Verb,to write,yazmak,писать,писати,نوشتن,يكتب,3,"Language, Communication & Media"
664,A1,23,S,main,Schuh,der,-e,Noun,shoe,ayakkabı,туфля / ботинок,черевик / туфля,کفش,حذاء,2,Clothing & Appearance
665,A1,23,S,main,Schule,die,,Noun,school,okul,школа,школа,مدرسه,مدرسة,3,Education & Learning
666,A1,23,S,sub,Schüler,der,-,Noun,student / pupil,öğrenci,ученик,учень,دانش‌آموز,طالب / تلميذ,8,Education & Learning
667,A1,23,S,main,schwer,,,Other,difficult / heavy,zor / ağır,трудный / тяжёлый,важкий / складний,سخت / سنگین,صعب / ثقيل,5,Grammar & Function Words
668,A1,23,S,main,Schwester,die,-n,Noun,sister,kız kardeş,сестра,сестра,خواهر,أخت,3,Family & Relationships
669,A1,23,S,main,schwimmen,,,Verb,to swim,yüzmek,плавать,плавати,شنا کردن,يسبح,7,Sports & Leisure
670,A1,23,S,sub,Schwimmbad,das,,Noun,swimming pool,yüzme havuzu,бассейн,басейн,استخر,حمام سباحة,9,Sports & Leisure
671,A1,23,S,main,See,der,,Noun,lake,göl,озеро,озеро,دریاچه,بحيرة,1,"Nature, Weather & Animals"
672,A1,23,S,main,sehen,,,Verb,to see,görmek,видеть,бачити,دیدن,يرى,2,Grammar & Function Words
673,A1,23,S,main,Sehenswürdigkeit,die,-en,Noun,sight / tourist attraction,gezilecek yer,достопримечательность,визначна пам'ятка,جاذبه دیدنی,معلم سياحي / موقع جذب سياحي,10,Travel & Tourism
674,A1,23,S,main,sehr,,,Other,very,çok,очень,дуже,خیلی,جداً,1,Grammar & Function Words
675,A1,23,S,main,sein,,,Verb,to be,olmak,быть,бути,بودن,يكون,1,Grammar & Function Words
676,A1,23,S,main,seit,,,Other,since / for,den beri,с / уже,від / уже,از / برای,منذ / منذ مدة,8,Grammar & Function Words
677,A1,23,S,main,selbstständig,,,Other,self-employed / independent,serbest meslek sahibi / bağımsız,самостоятельный / самозанятый,самостійний / самозайнятий,مستقل / خوداشتغال,يعمل لحسابه الخاص / مستقل,10,Emotions & Personal Traits
678,A1,23,S,main,sich,,,Other,oneself,kendisi,себя,себе / себе,خود,نفسه / نفسها,1,Grammar & Function Words
679,A1,23,S,main,sie,,,Other,she / they,o / onlar,она / они,вона / вони,او / آنها,هي / هم,1,Grammar & Function Words
680,A1,23,S,main,Sie,,,Other,you (formal),siz,Вы,Ви,شما,أنت (رسمي),1,Grammar & Function Words
681,A1,23,S,main,sitzen,,,Verb,to sit,oturmak,сидеть,сидіти,نشستن,يجلس,8,Grammar & Function Words
682,A1,23,S,main,so,,,Other,so / like this,böyle / o kadar,так / таким образом,так / таким чином,این‌طور / چنین,هكذا / بهذه الطريقة,1,Grammar & Function Words
683,A1,23,S,main,Sofa,das,,Noun,sofa,kanepe,диван,диван,مبل,أريكة,1,Home & Living
684,A1,23,S,main,sofort,,,Other,immediately,hemen,сразу,одразу,فوراً,فوراً,8,Time & Calendar
685,A1,23,S,main,Sohn,der,"-ö, e",Noun,son,oğul,сын,син,پسر,ابن,1,Family & Relationships
686,A1,23,S,main,sollen,,,Verb,should / be supposed to,gerekmek / -meli,должен / следует,слід / повинен,باید / قرار بودن,يجب / من المفترض أن,5,Grammar & Function Words
687,A1,23,S,main,Sonne,die,,Noun,sun,güneş,солнце,сонце,خورشید,شمس,2,"Nature, Weather & Animals"
688,A1,23,S,main,spät,,,Other,late,geç,поздний / поздно,пізній / пізно,دیر,متأخر,4,Time & Calendar
689,A1,23,S,main,später,,,Other,later,daha sonra,позже,пізніше,بعداً,لاحقاً,5,Grammar & Function Words
690,A1,23,S,main,Speisekarte,die,,Noun,menu,menü,меню,меню,منو,قائمة الطعام,10,Food & Drink
691,A1,23,S,main,spielen,,,Verb,to play,oynamak,играть,грати,بازی کردن,يلعب,2,Sports & Leisure
692,A1,23,S,main,Sport,der,,Noun,sport,spor,спорт,спорт,ورزش,رياضة,2,Education & Learning
693,A1,23,S,main,Sprache,die,-n,Noun,language,dil,язык,мова,زبان,لغة,8,"Language, Communication & Media"
694,A1,23,S,main,sprechen,,,Verb,to speak,konuşmak,говорить,говорити,صحبت کردن,يتكلم,3,"Language, Communication & Media"
695,A1,23,S,main,Stadt,die,"-ä, e",Noun,city / town,şehir,город,місто,شهر,مدينة,2,Places & Geography
696,A1,23,S,main,stehen,,,Verb,to stand,durmak / ayakta olmak,стоять,стояти,ایستادن,يقف,5,Grammar & Function Words
697,A1,23,S,main,Stelle,die,-n,Noun,place / position,yer / pozisyon,место / должность,місце / посада,جایگاه / محل,مكان / منصب,8,Work & Careers
698,A1,24,S,main,stellen,,,Verb,to put / place,koymak / yerleştirmek,ставить / помещать,ставити / розміщувати,گذاشتن / قرار دادن,يضع / يُوضع,8,Grammar & Function Words
699,A1,24,S,main,Stock,der,,Noun,floor / story,kat,этаж,поверх,طبقه,طابق,4,Grammar & Function Words
700,A1,24,S,main,Straße,die,-n,Noun,street,sokak / cadde,улица,вулиця,خیابان,شارع,3,Transportation
701,A1,24,S,main,Straßenbahn,die,,Noun,tram,tramvay,трамвай,трамвай,تراموا,ترام,10,Transportation
702,A1,24,S,main,studieren,,,Verb,to study (at university),üniversitede okumak,учиться / изучать,навчатися,دانشجو بودن / تحصیل کردن,يدرس (في الجامعة),9,Education & Learning
703,A1,24,S,main,Studium,das,,Noun,studies / degree,öğrenim / üniversite eğitimi,учёба / обучение,навчання / студії,تحصیل / دوره دانشگاهی,دراسة / شهادة جامعية,8,Education & Learning
704,A1,24,S,sub,Student,der,-en,Noun,student,öğrenci / üniversite öğrencisi,студент,студент,دانشجو,طالب جامعي,8,Education & Learning
705,A1,24,S,main,Stunde,die,-n,Noun,hour / lesson,saat / ders,час / урок,година / урок,ساعت / درس,ساعة / درس,3,Time & Calendar
706,A1,24,S,main,suchen,,,Verb,to search / look for,aramak,искать,шукати,جستجو کردن / دنبال گشتن,يبحث عن,3,Grammar & Function Words
707,A1,24,T,main,tanzen,,,Verb,to dance,dans etmek,танцевать,танцювати,رقصیدن,يرقص,5,Sports & Leisure
708,A1,24,T,main,Tasche,die,-n,Noun,bag,çanta,сумка,сумка,کیف,حقيبة,3,Clothing & Appearance
709,A1,24,T,main,Taxi,das,-s,Noun,taxi,taksi,такси,таксі,تاکسی,تاكسي,1,Transportation
710,A1,24,T,main,Tee,der,,Noun,tea,çay,чай,чай,چای,شاي,1,Food & Drink
711,A1,24,T,main,Teil,der,-e,Noun,part,bölüm / parça,часть,частина,بخش / قسمت,جزء,4,"Language, Communication & Media"
712,A1,24,T,main,telefonieren,,,Verb,to make a phone call,telefon etmek,звонить,телефонувати,تلفن کردن,يتصل بالهاتف,10,"Language, Communication & Media"
713,A1,24,T,sub,Telefon,das,,Noun,telephone / phone,telefon,телефон,телефон,تلفن,هاتف / تلفون,6,"Language, Communication & Media"
714,A1,24,T,main,Termin,der,-e,Noun,appointment,randevu,встреча / назначение,зустріч / запис,قرار ملاقات,موعد,8,Time & Calendar
715,A1,24,T,main,Test,der,,Noun,test / quiz,test / sınav,тест,тест,آزمون / تست,اختبار / مسابقة,1,"Language, Communication & Media"
716,A1,24,T,main,teuer,,,Other,expensive,pahalı,дорогой,дорогий,گران,غالٍ,4,Shopping & Finance
717,A1,24,T,main,Text,der,-e,Noun,text,metin,текст,текст,متن,نص,4,"Language, Communication & Media"
718,A1,24,T,main,Thema,das,,Noun,topic / theme,konu / tema,тема,тема,موضوع,موضوع,8,Grammar & Function Words
719,A1,24,T,main,Ticket,das,-s,Noun,ticket,bilet,билет,квиток,بلیت,تذكرة,5,Travel & Tourism
720,A1,24,T,main,Tisch,der,-e,Noun,table,masa,стол,стіл,میز,طاولة,2,Home & Living
721,A1,24,T,main,Tochter,die,-ö,Noun,daughter,kız evlat,дочь,дочка,دختر,ابنة,2,Family & Relationships
722,A1,24,T,main,Toilette,die,-en,Noun,toilet,tuvalet,туалет,туалет,توالت,مرحاض / دورة مياه,3,Grammar & Function Words
723,A1,24,T,main,Tomate,die,-n,Noun,tomato,domates,помидор,помідор,گوجه‌فرنگی,طماطم,3,Food & Drink
724,A1,24,T,main,tot,,,Other,dead,ölü,мёртвый,мертвий,مرده,ميت,4,Grammar & Function Words
725,A1,24,T,main,treffen,,,Verb,to meet,buluşmak / karşılaşmak,встречать / встречаться,зустрічати / зустрічатися,ملاقات کردن,يلتقي,6,Grammar & Function Words
726,A1,24,T,main,Treppe,die,-n,Noun,stairs / staircase,merdiven,лестница,сходи,پله,درج / سلم,5,Home & Living
727,A1,24,T,main,trinken,,,Verb,to drink,içmek,пить,пити,نوشیدن,يشرب,2,Food & Drink
728,A1,24,T,main,tschüss,,,Other,bye,hoşça kal / bay bay,пока,па-па / бувай,خداحافظ,مع السلامة,2,Grammar & Function Words
729,A1,24,T,main,tun,,,Verb,to do,yapmak,делать,робити,انجام دادن,يفعل,1,Grammar & Function Words
730,A1,24,U,main,über,,,Other,over / about,üzerinde / hakkında,над / о,над / про,روی / درباره,فوق / عن,1,Grammar & Function Words
731,A1,24,U,main,übernachten,,,Verb,to stay overnight,gecelemek,ночевать,ночувати,شب ماندن,يبيت / يمكث ليلاً,10,Travel & Tourism
732,A1,24,U,main,überweisen,,,Verb,to transfer (money),havale etmek / para göndermek,переводить деньги,переказувати гроші,پول انتقال دادن,يحوّل (مالاً),9,Grammar & Function Words
733,A1,24,U,main,Uhr,die,,Noun,clock / o'clock,saat,часы / час,годинник / година,ساعت,ساعة / الساعة,1,Time & Calendar
734,A1,24,U,main,um,,,Other,at / around,saat / etrafında,в / вокруг,о / навколо,در / حدود,في / حوالي,1,Grammar & Function Words
735,A1,24,U,main,umziehen,,,Verb,to move / get changed,taşınmak / üstünü değiştirmek,переезжать / переодеваться,переїжджати / переодягатися,اسباب‌کشی کردن / لباس عوض کردن,ينتقل / يغير ملابسه,9,Home & Living
736,A1,24,U,main,und,,,Other,and,ve,и,і,و,و,1,Grammar & Function Words
737,A1,25,U,main,unser,,,Other,our,bizim,наш,наш,مال ما / ما,لنا / خاصتنا,4,Grammar & Function Words
738,A1,25,U,main,unten,,,Other,downstairs / below,aşağıda,внизу,внизу,پایین,في الأسفل / تحت,4,Grammar & Function Words
739,A1,25,U,main,unter,,,Other,under / below,altında,под / ниже,під / нижче,زیر,تحت,2,Grammar & Function Words
740,A1,25,U,main,Unterricht,der,,Noun,lesson / class,ders,урок / занятие,урок / заняття,درس / کلاس,درس / صف,9,Education & Learning
741,A1,25,U,main,unterschreiben,,,Verb,to sign,imzalamak,подписывать,підписувати,امضا کردن,يوقع,10,Grammar & Function Words
742,A1,25,U,sub,Unterschrift,die,,Noun,signature,imza,подпись,підпис,امضا,توقيع,10,"Society, Law & Politics"
743,A1,25,U,main,Urlaub,der,,Noun,vacation / holiday,tatil,отпуск / каникулы,відпустка / канікули,تعطیلات,إجازة / عطلة,8,Travel & Tourism
744,A1,25,V,main,Vater,der,-ä,Noun,father,baba,отец,батько,پدر,أب,2,Family & Relationships
745,A1,25,V,main,verboten,,,Other,forbidden,yasak,запрещено,заборонено,ممنوع,ممنوع,9,"Society, Law & Politics"
746,A1,25,V,main,verdienen,,,Verb,to earn,kazanmak,зарабатывать,заробляти,درآوردن / کسب کردن,يكسب,9,Work & Careers
747,A1,25,V,main,Verein,der,,Noun,club / association,dernek / kulüp,союз / клуб,спілка / клуб,انجمن / باشگاه,نادٍ / جمعية,8,"Society, Law & Politics"
748,A1,25,V,main,verheiratet,,,Other,married,evli,женат / замужем,одружений / заміжня,متأهل,متزوج,10,Family & Relationships
749,A1,25,V,main,verkaufen,,,Verb,to sell,satmak,продавать,продавати,فروختن,يبيع,7,Shopping & Finance
750,A1,25,V,sub,Verkäufer,der,-,Noun,salesman / seller,satıcı,продавец,продавець,فروشنده,بائع,9,Work & Careers
751,A1,25,V,main,vermieten,,,Verb,to rent out,kiraya vermek,сдавать в аренду,здавати в оренду,اجاره دادن,يؤجر,9,Home & Living
752,A1,25,V,sub,Vermieter,der,,Noun,landlord / lessor,ev sahibi / kiraya veren,арендодатель,орендодавець,موجر / صاحبخانه,مؤجر / صاحب العقار,9,Home & Living
753,A1,25,V,main,verstehen,,,Verb,to understand,anlamak,понимать,розуміти,فهمیدن,يفهم,9,Grammar & Function Words
754,A1,25,V,main,Verwandte,der,-n,Noun,relative,akraba,родственник,родич,فامیل / خویشاوند,قريب,9,Family & Relationships
755,A1,25,V,main,viel,,,Other,much / many,çok,много,багато,زیاد,كثير,1,Grammar & Function Words
756,A1,25,V,main,vielleicht,,,Other,maybe / perhaps,belki,может быть,можливо,شاید,ربما / لعل,7,Grammar & Function Words
757,A1,25,V,main,von,,,Other,from / of,-den / hakkında,от / о,від / про,از / درباره,من / عن,1,Grammar & Function Words
758,A1,25,V,main,vor,,,Other,in front of / before,önünde / önce,перед / до,перед / до,جلوی / قبل از,أمام / قبل,1,Grammar & Function Words
759,A1,25,V,main,Vorname,der,-n,Noun,first name,ad,имя,ім'я,نام کوچک,الاسم الأول,8,Grammar & Function Words
760,A1,25,V,main,Vorsicht,die,,Noun,caution,dikkat,осторожность,обережність,احتیاط,حذر / تنبيه,9,Grammar & Function Words
761,A1,25,V,main,vorstellen,,,Verb,to introduce / imagine,tanıtmak / hayal etmek,представлять / знакомить,представляти / знайомити,معرفی کردن / تصور کردن,يُعرِّف / يتخيل,9,Family & Relationships
762,A1,25,V,main,Vorwahl,die,,Noun,area code,alan kodu,код города,код міста,پیش‌شماره,رمز المنطقة,8,"Language, Communication & Media"
763,A1,25,W,main,wandern,,,Verb,to hike,yürüyüş yapmak,ходить в поход,ходити в похід,پیاده‌روی طولانی / کوهپیمایی کردن,يتنزه / يتجول في الطبيعة,6,Sports & Leisure
764,A1,25,W,main,wann,,,Other,when,ne zaman,когда,коли,کی,متى,1,Grammar & Function Words
765,A1,25,W,main,warten,,,Verb,to wait,beklemek,ждать,чекати,منتظر ماندن,ينتظر,5,Time & Calendar
766,A1,25,W,main,warum,,,Other,why,neden,почему,чому,چرا,لماذا,2,Grammar & Function Words
767,A1,25,W,main,was,,,Other,what,ne,что,що,چه,ماذا,1,Grammar & Function Words
768,A1,25,W,main,was für ein,,,Other,what kind of,nasıl bir,что за / какой,що за / який,چه نوع,ما نوع,5,Grammar & Function Words
769,A1,25,W,main,waschen,,,Verb,to wash,yıkamak,мыть,мити,شستن,يغسل,6,Home & Living
770,A1,25,W,main,Wasser,das,,Noun,water,su,вода,вода,آب,ماء,3,Food & Drink
771,A1,25,W,main,weh tun,,,Other,to hurt,ağrımak / acımak,болеть,боліти,درد کردن,يؤلم,5,Body & Health
772,A1,25,W,main,weiblich,,,Other,female,kadın / dişi,женский,жіночий,مونث / زن,أنثى,9,Grammar & Function Words
773,A1,25,W,main,Wein,der,,Noun,wine,şarap,вино,вино,شراب,نبيذ,1,Food & Drink
774,A1,25,W,main,weit,,,Other,far,uzak,далеко / далёкий,далеко / далекий,دور,بعيد,4,Grammar & Function Words
775,A1,26,W,main,weiter,,,Other,further / continue,daha ileri / devam,дальше / далее,далі / далі,بیشتر / ادامه,أكثر / يكمل,5,Grammar & Function Words
776,A1,26,W,main,welch,,,Other,which / what kind of,hangi,какой,який,کدام / چه,أي / ما نوع,4,Grammar & Function Words
777,A1,26,W,main,Welt,die,,Noun,world,dünya,мир,світ,دنیا,عالم,1,Grammar & Function Words
778,A1,26,W,main,wenig,,,Other,little / few,az,мало / немного,мало / трохи,کم,قليل,4,Grammar & Function Words
779,A1,26,W,main,wer,,,Other,who,kim,кто,хто,چه کسی,من,1,Grammar & Function Words
780,A1,26,W,main,werden,,,Verb,to become / will,olmak / olacak,становиться / будет,ставати / буде,شدن,يصبح / سوف,5,Grammar & Function Words
781,A1,26,W,main,Wetter,das,,Noun,weather,hava,погода,погода,هوا,طقس,3,"Nature, Weather & Animals"
782,A1,26,W,main,wichtig,,,Other,important,önemli,важный,важливий,مهم,مهم,8,Grammar & Function Words
783,A1,26,W,main,wie,,,Other,how,nasıl,как,як,چطور,كيف,1,Grammar & Function Words
784,A1,26,W,main,wiederholen,,,Verb,to repeat,tekrarlamak,повторять,повторювати,تکرار کردن,يكرر,10,Education & Learning
785,A1,26,W,main,Wiederhören,das,,Noun,goodbye (on phone),telefonda hoşça kal,до свидания (по телефону),до побачення (по телефону),خداحافظ (تلفنی),مع السلامة (عبر الهاتف),10,Grammar & Function Words
786,A1,26,W,main,Wiedersehen,das,,Noun,goodbye / seeing again,görüşmek üzere,до свидания,до побачення,به امید دیدار,إلى اللقاء / وداع,10,Grammar & Function Words
787,A1,26,W,main,wie viel,,,Other,how much / how many,ne kadar / kaç,сколько,скільки,چقدر / چند,كم / كم عدد,6,Grammar & Function Words
788,A1,26,W,main,willkommen,,,Other,welcome,hoş geldiniz,добро пожаловать,ласкаво просимо,خوش آمدید,مرحباً / أهلاً وسهلاً,9,Grammar & Function Words
789,A1,26,W,main,Wind,der,,Noun,wind,rüzgar,ветер,вітер,باد,ريح / هواء,1,"Nature, Weather & Animals"
790,A1,26,W,main,wir,,,Other,we,biz,мы,ми,ما,نحن,1,Grammar & Function Words
791,A1,26,W,main,wissen,,,Verb,to know,bilmek,знать,знати,دانستن,يعرف,5,Education & Learning
792,A1,26,W,main,wo,,,Other,where,nerede,где,де,کجا,أين,1,Grammar & Function Words
793,A1,26,W,main,woher,,,Other,from where,nereden,откуда,звідки,از کجا,من أين,4,Grammar & Function Words
794,A1,26,W,main,wohin,,,Other,to where,nereye,куда,куди,به کجا,إلى أين,4,Grammar & Function Words
795,A1,26,W,main,wohnen,,,Verb,to live / reside,oturmak / yaşamak,жить / проживать,жити / мешкати,زندگی کردن / ساکن بودن,يسكن / يقيم,3,Home & Living
796,A1,26,W,sub,Wohnung,die,-en,Noun,apartment / flat,daire,квартира,квартира,آپارتمان,شقة,8,Home & Living
797,A1,26,W,main,wollen,,,Verb,to want,istemek,хотеть,хотіти,خواستن,يريد,3,Grammar & Function Words
798,A1,26,W,main,Wort,das,"-ö, er/-e",Noun,word,kelime / söz,слово,слово,کلمه,كلمة,1,"Language, Communication & Media"
799,A1,26,W,main,wunderbar,,,Other,wonderful,harika,замечательный,чудовий,عالی / فوق‌العاده,رائع,7,Grammar & Function Words
800,A1,26,Z,main,zahlen,,,Verb,to pay / count,ödemek / saymak,платить / считать,платити / рахувати,پرداخت کردن / شمردن,يدفع / يعد,5,Shopping & Finance
801,A1,26,Z,main,Zeit,die,,Noun,time / time period,zaman,время,час,زمان,وقت / فترة زمنية,1,Time & Calendar
802,A1,26,Z,sub,zurzeit,,,Other,currently / at the moment,şu anda,в настоящее время,зараз,در حال حاضر,حالياً / في الوقت الراهن,6,Time & Calendar
803,A1,26,Z,main,Zeitung,die,-en,Noun,newspaper,gazete,газета,газета,روزنامه,جريدة / صحيفة,8,"Language, Communication & Media"
804,A1,26,Z,main,Zigarette,die,-n,Noun,cigarette,sigara,сигарета,сигарета,سیگار,سيجارة,7,Body & Health
805,A1,26,Z,main,Zimmer,das,-,Noun,room,oda,комната,кімната,اتاق,غرفة,3,Home & Living
806,A1,26,Z,main,Zoll,der,,Noun,customs,gümrük,таможня,митниця,گمرک,جمارك,8,Transportation
807,A1,26,Z,main,zu,,,Other,too / to / closed,çok / -e / kapalı,слишком / к / закрыто,занадто / до / зачинено,بیش از حد / به / بسته,أكثر من اللازم / إلى / مغلق,1,Grammar & Function Words
808,A1,27,Z,main,zufrieden,,,Other,satisfied,memnun,довольный,задоволений,راضی,راضٍ,9,Emotions & Personal Traits
809,A1,27,Z,main,Zug,der,"-ü, e",Noun,train,tren,поезд,поїзд,قطار,قطار,1,Transportation
810,A1,27,Z,main,zurück,,,Other,back / back again,geri,назад / обратно,назад / назад,عقب / بازگشت,للخلف / عودة,5,Grammar & Function Words
811,A1,27,Z,main,zusammen,,,Other,together,birlikte,вместе,разом,با هم,معاً,7,Grammar & Function Words
812,A1,27,Z,main,zwischen,,,Other,between,arasında,между,між,بین,بين,7,Grammar & Function Words
